Crash Breakdown,Crash Breakdown 2,Crash Severity,Cross Street Full Name,Cyclist Flag,Date Of Loss Year,Day Of Week,Derived Crash Congifuration,Heavy Veh Flag,Intersection Crash,Mid Block Crash,Month Of Year,Motorcycle Flag,Municipality Name,Municipality Name (ifnull),Municipality With Boundary,Parking Lot Flag,Pedestrian Flag,Region,Road Location Description,Street Full Name,Street Full Name (ifnull),Time Category,Crash Count,Latitude,Longitude,Number of Records
WEDNESDAY,VANCOUVER,CASUALTY,RENFREW ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,BOYD DIVERSION & E 22ND AVE & RENFREW ST,E 22ND AVE,E 22ND AVE,15:00-17:59,1,49.250627,-123.044181,1
SUNDAY,VANCOUVER,PROPERTY DAMAGE ONLY,NA,Yes,2015,SUNDAY,SINGLE VEHICLE,N,No,Y,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,DUMFRIES ST,DUMFRIES ST,DUMFRIES ST,12:00-14:59,1,49.252785,-123.072949,1
WEDNESDAY,PORT COQUITLAM,PROPERTY DAMAGE ONLY,KINGSWAY AVE,Yes,2015,WEDNESDAY,UNDETERMINED,N,Yes,N,OCTOBER,N,PORT COQUITLAM,PORT COQUITLAM,PORT COQUITLAM,No,No,LOWER MAINLAND,BROADWAY ST & COAST MERIDIAN OVERPASS & KINGSWAY AVE & TURNING LANE,BROADWAY ST,BROADWAY ST,15:00-17:59,1,49.252845,-122.762325,1
WEDNESDAY,VANCOUVER,CASUALTY,EAST 1 ST AVENUE,Yes,2016,WEDNESDAY,SINGLE VEHICLE,N,No,N,APRIL,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,TERMINAL AVE,TERMINAL AVE,09:00-11:59,1,NA,NA,1
SATURDAY,VANCOUVER,CASUALTY,BROADWAY,Yes,2015,SATURDAY,SINGLE VEHICLE,N,No,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,VICTORIA DR,VICTORIA DR,09:00-11:59,1,NA,NA,1
WEDNESDAY,VANCOUVER,CASUALTY,DUNBAR ST,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,No,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,W 41 AVE,W 41 AVE,06:00-08:59,1,NA,NA,1
THURSDAY,KELOWNA,CASUALTY,COOPER,Yes,2018,THURSDAY,SINGLE VEHICLE,N,No,N,MAY,N,KELOWNA,KELOWNA,NA,No,No,SOUTHERN INTERIOR,NA,HWY 97,HWY 97,09:00-11:59,1,NA,NA,1
THURSDAY,VANCOUVER,CASUALTY,CORAL,Yes,2015,THURSDAY,SINGLE VEHICLE,N,No,N,JULY,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,PENDER,PENDER,15:00-17:59,1,NA,NA,1
THURSDAY,VICTORIA,CASUALTY,ASHDALE PLACE,Yes,2015,THURSDAY,SINGLE VEHICLE,N,No,N,OCTOBER,N,VICTORIA,VICTORIA,NA,No,No,VANCOUVER ISLAND,NA,SHELBOURNE ST,SHELBOURNE ST,18:00-20:59,1,NA,NA,1
FRIDAY,KELOWNA,CASUALTY,BIRCH,Yes,2015,FRIDAY,SINGLE VEHICLE,N,No,N,SEPTEMBER,N,KELOWNA,KELOWNA,NA,No,No,SOUTHERN INTERIOR,NA,SPRINGFIELD RD,SPRINGFIELD RD,09:00-11:59,1,NA,NA,1
MONDAY,VANCOUVER,CASUALTY,UNKNOWN,Yes,2015,MONDAY,SINGLE VEHICLE,N,No,N,JULY,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,UNKNOWN,UNKNOWN,21:00-23:59,1,NA,NA,1
FRIDAY,VANCOUVER,CASUALTY,26 AVE W,Yes,2019,FRIDAY,SIDE IMPACT,N,No,N,MARCH,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,ONTARIO ST,ONTARIO ST,06:00-08:59,1,NA,NA,1
SATURDAY,VANCOUVER,PROPERTY DAMAGE ONLY,6TH AVE E,Yes,2015,SATURDAY,SINGLE VEHICLE,N,No,N,JULY,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,PRINCE EDWARD ST,PRINCE EDWARD ST,15:00-17:59,1,NA,NA,1
TUESDAY,VICTORIA,PROPERTY DAMAGE ONLY,MACKENZIE,Yes,2015,TUESDAY,SINGLE VEHICLE,N,No,N,JUNE,N,VICTORIA,VICTORIA,NA,No,No,VANCOUVER ISLAND,NA,QUADRA ST,QUADRA ST,12:00-14:59,1,NA,NA,1
THURSDAY,VANCOUVER,PROPERTY DAMAGE ONLY,HOMER STREET,Yes,2019,THURSDAY,SINGLE VEHICLE,N,No,N,JUNE,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,RICHARDS ST,RICHARDS ST,18:00-20:59,1,NA,NA,1
WEDNESDAY,PENTICTON,PROPERTY DAMAGE ONLY,VAN HORN ST,Yes,2015,WEDNESDAY,SINGLE VEHICLE,N,No,N,JUNE,N,PENTICTON,PENTICTON,NA,No,No,SOUTHERN INTERIOR,NA,NANAIMO AVE,NANAIMO AVE,09:00-11:59,1,NA,NA,1
MONDAY,VANCOUVER,PROPERTY DAMAGE ONLY,W. BROADWAY,Yes,2018,MONDAY,SINGLE VEHICLE,N,No,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,SASAMAT PL,SASAMAT PL,12:00-14:59,1,NA,NA,1
SUNDAY,VANCOUVER,PROPERTY DAMAGE ONLY,UNKNOWN,Yes,2015,SUNDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,NW MARINE DRIVE,NW MARINE DRIVE,18:00-20:59,1,NA,NA,1
THURSDAY,NORTH VANCOUVER,CASUALTY,WESTVIEW,Yes,2018,THURSDAY,SINGLE VEHICLE,N,No,N,MAY,N,NORTH VANCOUVER,NORTH VANCOUVER,NA,No,No,LOWER MAINLAND,NA,QUEENS ROAD,QUEENS ROAD,12:00-14:59,1,NA,NA,1
MONDAY,COMOX,CASUALTY,SARATOGA RA,Yes,2017,MONDAY,SINGLE VEHICLE,N,No,N,JULY,N,COMOX,COMOX,NA,No,No,VANCOUVER ISLAND,NA,REGENT RD,REGENT RD,15:00-17:59,1,NA,NA,1
SATURDAY,VICTORIA,CASUALTY,BEACH DR,Yes,2017,SATURDAY,SINGLE VEHICLE,N,No,N,MAY,N,VICTORIA,VICTORIA,NA,No,No,VANCOUVER ISLAND,NA,RIPON,RIPON,09:00-11:59,1,NA,NA,1
SUNDAY,VICTORIA,CASUALTY,OAK ST,Yes,2017,SUNDAY,SINGLE VEHICLE,Y,No,N,SEPTEMBER,N,VICTORIA,VICTORIA,NA,No,No,VANCOUVER ISLAND,NA,SAANICH RD,SAANICH RD,12:00-14:59,1,NA,NA,1
THURSDAY,PENTICTON,CASUALTY,GREEN AVE,Yes,2017,THURSDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,PENTICTON,PENTICTON,NA,No,No,SOUTHERN INTERIOR,NA,SOUTH MAIN,SOUTH MAIN,09:00-11:59,1,NA,NA,1
TUESDAY,BURNABY,PROPERTY DAMAGE ONLY,WESTWINSTER AVE,Yes,2018,TUESDAY,SINGLE VEHICLE,N,No,N,NOVEMBER,N,BURNABY,BURNABY,NA,No,No,LOWER MAINLAND,NA,STILL CREEK AVE,STILL CREEK AVE,12:00-14:59,1,NA,NA,1
THURSDAY,NORTH VANCOUVER,PROPERTY DAMAGE ONLY,23RD ST E,Yes,2017,THURSDAY,SINGLE VEHICLE,N,No,N,MARCH,N,NORTH VANCOUVER,NORTH VANCOUVER,NA,No,No,LOWER MAINLAND,NA,LONSDALE AVE,LONSDALE AVE,06:00-08:59,1,NA,NA,1
SATURDAY,CAMPBELL RIVER,PROPERTY DAMAGE ONLY,DOGWOOD,Yes,2015,SATURDAY,SINGLE VEHICLE,N,No,N,MAY,N,CAMPBELL RIVER,CAMPBELL RIVER,NA,No,No,VANCOUVER ISLAND,NA,SOUTH ALDER,SOUTH ALDER,12:00-14:59,1,NA,NA,1
FRIDAY,ABBOTSFORD,PROPERTY DAMAGE ONLY,BURKEWOOD,Yes,2018,FRIDAY,UNDETERMINED,N,No,N,MARCH,N,ABBOTSFORD,ABBOTSFORD,NA,Yes,No,LOWER MAINLAND,NA,SOUTH FRASER WAY,SOUTH FRASER WAY,15:00-17:59,1,NA,NA,1
FRIDAY,VANCOUVER,CASUALTY,UNKNOWN,Yes,2016,FRIDAY,SINGLE VEHICLE,N,No,N,OCTOBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,SLOCAN ST,SLOCAN ST,06:00-08:59,1,NA,NA,1
FRIDAY,PENTICTON,PROPERTY DAMAGE ONLY,DAWSON,Yes,2018,FRIDAY,UNDETERMINED,N,No,N,JUNE,N,PENTICTON,PENTICTON,NA,No,No,SOUTHERN INTERIOR,NA,MAIN ST,MAIN ST,06:00-08:59,1,NA,NA,1
SATURDAY,PITT MEADOWS,CASUALTY,DUNN,Yes,2017,SATURDAY,UNDETERMINED,N,No,N,JULY,N,PITT MEADOWS,PITT MEADOWS,NA,No,No,LOWER MAINLAND,NA,MAPLE MEADOWS WAY,MAPLE MEADOWS WAY,12:00-14:59,1,NA,NA,1
THURSDAY,VICTORIA,CASUALTY,SHELBORNE,Yes,2018,THURSDAY,SINGLE VEHICLE,N,No,N,MARCH,N,VICTORIA,VICTORIA,NA,No,No,VANCOUVER ISLAND,NA,MCKENZIE ST,MCKENZIE ST,15:00-17:59,1,NA,NA,1
MONDAY,NANAIMO,CASUALTY,ESPLANADE,Yes,2018,MONDAY,SINGLE VEHICLE,N,No,N,MAY,N,NANAIMO,NANAIMO,NA,No,No,VANCOUVER ISLAND,NA,VICTORIA CRESCENT,VICTORIA CRESCENT,12:00-14:59,1,NA,NA,1
MONDAY,VICTORIA,CASUALTY,GALLOPING GOOSE TRAIL,Yes,2019,MONDAY,SINGLE VEHICLE,N,No,N,MAY,N,VICTORIA,VICTORIA,NA,No,No,VANCOUVER ISLAND,NA,TOLMIE AVE,TOLMIE AVE,06:00-08:59,1,NA,NA,1
THURSDAY,ABBOTSFORD,CASUALTY,UNKNOWN,Yes,2016,THURSDAY,SINGLE VEHICLE,N,No,N,DECEMBER,N,ABBOTSFORD,ABBOTSFORD,NA,No,No,LOWER MAINLAND,NA,UNKNOWN,UNKNOWN,15:00-17:59,1,NA,NA,1
TUESDAY,SURREY,PROPERTY DAMAGE ONLY,UNKNOWN,Yes,2017,TUESDAY,SINGLE VEHICLE,N,No,N,FEBRUARY,N,SURREY,SURREY,NA,No,No,LOWER MAINLAND,NA,UNKNOWN,UNKNOWN,12:00-14:59,1,NA,NA,1
SUNDAY,VANCOUVER,CASUALTY,BIRCH AVE,Yes,2015,SUNDAY,SINGLE VEHICLE,N,No,N,OCTOBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,WEST BROADWAY,WEST BROADWAY,15:00-17:59,1,NA,NA,1
WEDNESDAY,VANCOUVER,CASUALTY,NW MARINE DRIVE,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,No,N,JULY,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,TREMBLE ST,TREMBLE ST,18:00-20:59,1,NA,NA,1
WEDNESDAY,VANCOUVER,CASUALTY,ALLISON,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,No,N,JULY,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,UNIVERSITY,UNIVERSITY,15:00-17:59,1,NA,NA,1
THURSDAY,VANCOUVER,CASUALTY,FORBES AVE,Yes,2017,THURSDAY,SINGLE VEHICLE,N,No,N,NOVEMBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,W 3RD AVE,W 3RD AVE,06:00-08:59,1,NA,NA,1
FRIDAY,VANCOUVER,CASUALTY,ADNAC AVE,Yes,2017,FRIDAY,SINGLE VEHICLE,N,No,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,WOODLAND DR,WOODLAND DR,06:00-08:59,1,NA,NA,1
MONDAY,PITT MEADOWS,CASUALTY,NA,Yes,2016,MONDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,PITT MEADOWS,PITT MEADOWS,NA,No,No,LOWER MAINLAND,NA,NA,Unknown,12:00-14:59,1,NA,NA,1
FRIDAY,CRANBROOK,CASUALTY,KOOTENAY ST N,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,CRANBROOK,CRANBROOK,CRANBROOK,Yes,No,SOUTHERN INTERIOR,12TH AVE N & 2ND ST N & KOOTENAY ST N,2ND ST N,2ND ST N,15:00-17:59,1,49.513895,-115.764783,1
THURSDAY,FERNIE,CASUALTY,4TH ST,Yes,2016,THURSDAY,UNDETERMINED,N,Yes,N,SEPTEMBER,N,FERNIE,FERNIE,FERNIE,No,No,SOUTHERN INTERIOR,2ND AVE & 4TH ST,2ND AVE,2ND AVE,06:00-08:59,1,49.502204,-115.062446,1
WEDNESDAY,COURTENAY,CASUALTY,WOODS AVE,Yes,2018,WEDNESDAY,UNDETERMINED,N,Yes,N,AUGUST,N,COURTENAY,COURTENAY,COURTENAY,No,No,VANCOUVER ISLAND,5TH ST & WOODS AVE,5TH ST,5TH ST,09:00-11:59,1,49.684237,-125.009462,1
WEDNESDAY,SUMMERLAND,CASUALTY,NA,Yes,2016,WEDNESDAY,SIDE IMPACT,N,No,Y,FEBRUARY,N,SUMMERLAND,SUMMERLAND,SUMMERLAND,Yes,No,SOUTHERN INTERIOR,JUBILEE RD W,JUBILEE RD W,JUBILEE RD W,03:00-05:59,1,49.603493,-119.689997,1
FRIDAY,COMOX,CASUALTY,STEWART ST,Yes,2016,FRIDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,COMOX,COMOX,COMOX,No,No,VANCOUVER ISLAND,BALMORAL AVE & STEWART ST,BALMORAL AVE,BALMORAL AVE,12:00-14:59,1,49.674141,-124.920216,1
FRIDAY,SUMMERLAND,CASUALTY,BUTLER ST,Yes,2016,FRIDAY,UNDETERMINED,N,Yes,N,JULY,N,SUMMERLAND,SUMMERLAND,SUMMERLAND,No,No,SOUTHERN INTERIOR,BUTLER ST & LAKESHORE DR S,LAKESHORE DR S,LAKESHORE DR S,12:00-14:59,1,49.598793,-119.65121,1
TUESDAY,SUMMERLAND,CASUALTY,NA,Yes,2019,TUESDAY,SINGLE VEHICLE,N,No,Y,JUNE,N,SUMMERLAND,SUMMERLAND,SUMMERLAND,No,No,SOUTHERN INTERIOR,VICTORIA RD N,VICTORIA RD N,VICTORIA RD N,18:00-20:59,1,49.602148,-119.683593,1
THURSDAY,COURTENAY,CASUALTY,FITZGERALD AVE,Yes,2015,THURSDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,COURTENAY,COURTENAY,COURTENAY,No,No,VANCOUVER ISLAND,11TH ST & FITZGERALD AVE,11TH ST,11TH ST,12:00-14:59,1,49.686227,-124.997761,1
FRIDAY,COURTENAY,PROPERTY DAMAGE ONLY,NA,Yes,2015,FRIDAY,SINGLE VEHICLE,N,No,Y,JUNE,N,COURTENAY,COURTENAY,COURTENAY,Yes,No,VANCOUVER ISLAND,RIVERSIDE LANE,RIVERSIDE LANE,RIVERSIDE LANE,21:00-23:59,1,49.683665,-124.987983,1
FRIDAY,KELOWNA,CASUALTY,RAYMER RD,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,KELOWNA,KELOWNA,KELOWNA,No,No,SOUTHERN INTERIOR,GORDON DR & RAYMER RD,GORDON DR,GORDON DR,18:00-20:59,1,49.819382,-119.483109,1
SATURDAY,PENTICTON,CASUALTY,SKAHA LAKE RD,Yes,2016,SATURDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,PENTICTON,PENTICTON,PENTICTON,No,No,SOUTHERN INTERIOR,KINNEY AVE & SKAHA LAKE RD,KINNEY AVE,KINNEY AVE,21:00-23:59,1,49.471951,-119.582753,1
MONDAY,PENTICTON,CASUALTY,MAIN ST,Yes,2016,MONDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,PENTICTON,PENTICTON,PENTICTON,No,No,SOUTHERN INTERIOR,LAKESHORE DR E & LAKESHORE DR W & MAIN ST,LAKESHORE DR W,LAKESHORE DR W,12:00-14:59,1,49.502559,-119.59441,1
TUESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,RENFREW ST,Yes,2019,TUESDAY,SINGLE VEHICLE,N,Yes,N,FEBRUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,GRANDVIEW HWY & RENFREW ST,GRANDVIEW HWY,GRANDVIEW HWY,06:00-08:59,1,49.258194,-123.044284,1
FRIDAY,VANCOUVER,PROPERTY DAMAGE ONLY,NA,Yes,2015,FRIDAY,UNDETERMINED,N,No,Y,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,W 14TH AVE,W 14TH AVE,W 14TH AVE,18:00-20:59,1,49.258485,-123.106119,1
SATURDAY,VANCOUVER,CASUALTY,COMMERCIAL DR,Yes,2017,SATURDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,COMMERCIAL DR & E 13TH AVE,E 13TH AVE,E 13TH AVE,03:00-05:59,1,49.258687,-123.069859,1
THURSDAY,VANCOUVER,CASUALTY,ST CATHERINES ST,Yes,2015,THURSDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 10TH AVE & ST CATHERINES ST,E 10TH AVE,E 10TH AVE,18:00-20:59,1,49.261478,-123.085273,1
TUESDAY,BURNABY,CASUALTY,MYRTLE ST,Yes,2019,TUESDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,BURNABY,BURNABY,BURNABY & VANCOUVER,No,No,LOWER MAINLAND,BOUNDARY RD & MYRTLE ST,BOUNDARY RD,BOUNDARY RD,09:00-11:59,1,49.261543,-123.023613,1
TUESDAY,VANCOUVER,CASUALTY,SPRUCE ST,Yes,2016,TUESDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,SPRUCE ST & W 13TH AVE,W 13TH AVE,W 13TH AVE,18:00-20:59,1,49.259672,-123.129123,1
SATURDAY,VANCOUVER,PROPERTY DAMAGE ONLY,MACKENZIE ST,Yes,2015,SATURDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,MACKENZIE ST & W 12TH AVE,W 12TH AVE,W 12TH AVE,18:00-20:59,1,49.261396,-123.170251,1
THURSDAY,VANCOUVER,CASUALTY,ONTARIO ST,Yes,2018,THURSDAY,SIDE IMPACT,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 12TH AVE & ONTARIO ST & W 12TH AVE,E 12TH AVE,E 12TH AVE,15:00-17:59,1,49.260247,-123.105031,1
FRIDAY,VANCOUVER,CASUALTY,TRAFALGAR ST,Yes,2015,FRIDAY,SINGLE VEHICLE,N,Yes,N,FEBRUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,TRAFALGAR ST & W 13TH AVE,W 13TH AVE,W 13TH AVE,18:00-20:59,1,49.260346,-123.164818,1
SUNDAY,VANCOUVER,CASUALTY,GRANDVIEW HWY N,Yes,2019,SUNDAY,SINGLE VEHICLE,N,Yes,N,DECEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,GRANDVIEW HWY N & NANAIMO ST,NANAIMO ST,NANAIMO ST,12:00-14:59,1,49.258468,-123.056617,1
FRIDAY,VANCOUVER,CASUALTY,VICTORIA DR,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 10TH AVE & VICTORIA DR,E 10TH AVE,E 10TH AVE,15:00-17:59,1,49.261382,-123.065928,1
WEDNESDAY,VANCOUVER,CASUALTY,COMMERCIAL DR,Yes,2016,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,COMMERCIAL DR & E 10TH AVE,E 10TH AVE,E 10TH AVE,09:00-11:59,1,49.261397,-123.069814,1
SUNDAY,VANCOUVER,CASUALTY,WOODLAND DR,Yes,2016,SUNDAY,SINGLE VEHICLE,N,Yes,N,FEBRUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 10TH AVE & WOODLAND DR,E 10TH AVE,E 10TH AVE,12:00-14:59,1,49.261401,-123.07366,1
THURSDAY,VANCOUVER,CASUALTY,CLARK DR,Yes,2019,THURSDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CLARK DR & E 10TH AVE,E 10TH AVE,E 10TH AVE,06:00-08:59,1,49.261417,-123.077602,1
THURSDAY,VANCOUVER,CASUALTY,E 10TH AVE,Yes,2018,THURSDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 10TH AVE & VICTORIA DR,VICTORIA DR,VICTORIA DR,18:00-20:59,1,49.261382,-123.065928,1
SATURDAY,VANCOUVER,CASUALTY,CLARK DR,Yes,2015,SATURDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CLARK DR & E 10TH AVE,E 10TH AVE,E 10TH AVE,12:00-14:59,1,49.261417,-123.077602,1
TUESDAY,VANCOUVER,CASUALTY,GLEN DR,Yes,2017,TUESDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 10TH AVE & GLEN DR,E 10TH AVE,E 10TH AVE,12:00-14:59,1,49.261443,-123.081407,1
SATURDAY,VANCOUVER,PROPERTY DAMAGE ONLY,KINGSWAY,Yes,2017,SATURDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 10TH AVE & KINGSWAY,E 10TH AVE,E 10TH AVE,09:00-11:59,1,49.261973,-123.098668,1
THURSDAY,VANCOUVER,CASUALTY,W 12TH AVE,Yes,2016,THURSDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ARBUTUS ST & W 12TH AVE,ARBUTUS ST,ARBUTUS ST,06:00-08:59,1,49.261003,-123.15306,1
MONDAY,VANCOUVER,CASUALTY,E 10TH AVE,Yes,2019,MONDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 10TH AVE & NANAIMO ST,NANAIMO ST,NANAIMO ST,12:00-14:59,1,49.261135,-123.056584,1
THURSDAY,VANCOUVER,CASUALTY,W 12TH AVE,Yes,2019,THURSDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BALSAM ST & W 12TH AVE,BALSAM ST,BALSAM ST,15:00-17:59,1,49.261149,-123.160145,1
WEDNESDAY,VANCOUVER,CASUALTY,E 10TH AVE,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,COMMERCIAL DR & E 10TH AVE,COMMERCIAL DR,COMMERCIAL DR,06:00-08:59,1,49.261397,-123.069814,1
SATURDAY,VANCOUVER,CASUALTY,COMMERCIAL DR,Yes,2019,SATURDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,COMMERCIAL DR & E 13TH AVE,E 13TH AVE,E 13TH AVE,09:00-11:59,1,49.258687,-123.069859,1
MONDAY,VANCOUVER,CASUALTY,E 12TH AVE,Yes,2017,MONDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 12TH AVE & MAIN ST,MAIN ST,MAIN ST,21:00-23:59,1,49.260193,-123.101079,1
THURSDAY,VANCOUVER,CASUALTY,LAKEWOOD DR,Yes,2016,THURSDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,GRANDVIEW HWY N & LAKEWOOD DR,GRANDVIEW HWY N,GRANDVIEW HWY N,15:00-17:59,1,49.260645,-123.062059,1
WEDNESDAY,VANCOUVER,CASUALTY,WOODLAND DR,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 12TH AVE & WOODLAND DR,E 12TH AVE,E 12TH AVE,15:00-17:59,1,49.259606,-123.073693,1
MONDAY,VANCOUVER,CASUALTY,E 12TH AVE,Yes,2018,MONDAY,UNDETERMINED,Y,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 12TH AVE & KINGSWAY & MILLTOWN PL,KINGSWAY,KINGSWAY,12:00-14:59,1,49.259878,-123.096571,1
WEDNESDAY,VANCOUVER,CASUALTY,CAMBIE ST,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST & W 12TH AVE,W 12TH AVE,W 12TH AVE,18:00-20:59,1,49.260396,-123.114989,1
SUNDAY,VANCOUVER,PROPERTY DAMAGE ONLY,RENFREW ST,Yes,2018,SUNDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 10TH AVE & RENFREW ST & VIRTUAL WAY,E 10TH AVE,E 10TH AVE,06:00-08:59,1,49.260973,-123.044322,1
TUESDAY,VANCOUVER,CASUALTY,ONTARIO ST,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 11TH AVE & ONTARIO ST & W 11TH AVE,E 11TH AVE,E 11TH AVE,06:00-08:59,1,49.261162,-123.104983,1
WEDNESDAY,BURNABY,CASUALTY,GOLDHURST TERRACE,Yes,2016,WEDNESDAY,UNDETERMINED,N,Yes,N,MARCH,N,BURNABY,BURNABY,BURNABY,No,No,LOWER MAINLAND,FOREST GROVE DR & GOLDHURST TERR,FOREST GROVE DR,FOREST GROVE DR,06:00-08:59,1,49.26178,-122.909798,1
