Crash Breakdown,Crash Breakdown 2,Crash Severity,Cross Street Full Name,Cyclist Flag,Date Of Loss Year,Day Of Week,Derived Crash Congifuration,Heavy Veh Flag,Intersection Crash,Mid Block Crash,Month Of Year,Motorcycle Flag,Municipality Name,Municipality Name (ifnull),Municipality With Boundary,Parking Lot Flag,Pedestrian Flag,Region,Road Location Description,Street Full Name,Street Full Name (ifnull),Time Category,Crash Count,Latitude,Longitude,Number of Records
SATURDAY,VANCOUVER,PROPERTY DAMAGE ONLY,STATION ST,Yes,2017,SATURDAY,UNDETERMINED,N,No,N,AUGUST,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,GEORGIA VIADUCT,GEORGIA VIADUCT,09:00-11:59,1,NA,NA,1
MONDAY,VANCOUVER,CASUALTY,4TH,Yes,2015,MONDAY,SINGLE VEHICLE,N,No,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,MAIN ST,MAIN ST,15:00-17:59,1,NA,NA,1
FRIDAY,VANCOUVER,CASUALTY,8TH AVE,Yes,2018,FRIDAY,UNDETERMINED,N,No,N,JUNE,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,LARCH ST,LARCH ST,18:00-20:59,1,NA,NA,1
SATURDAY,VANCOUVER,PROPERTY DAMAGE ONLY,10TH,Yes,2015,SATURDAY,UNDETERMINED,N,No,N,MARCH,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,CAMBIE ST,CAMBIE ST,12:00-14:59,1,NA,NA,1
FRIDAY,VANCOUVER,CASUALTY,LAKEWOOD,Yes,2015,FRIDAY,SINGLE VEHICLE,N,No,N,MAY,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,CENTRAL VALLEY GREENWAY,CENTRAL VALLEY GREENWAY,06:00-08:59,1,NA,NA,1
FRIDAY,VANCOUVER,CASUALTY,EAST 4TH,Yes,2015,FRIDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,ONTARIO ST,ONTARIO ST,15:00-17:59,1,NA,NA,1
WEDNESDAY,VANCOUVER,CASUALTY,10TH AVE,Yes,2015,WEDNESDAY,SINGLE VEHICLE,N,No,N,JUNE,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,ONTARIO ST,ONTARIO ST,09:00-11:59,1,NA,NA,1
FRIDAY,VANCOUVER,CASUALTY,BROADWAY,Yes,2019,FRIDAY,SINGLE VEHICLE,N,No,N,MARCH,N,VANCOUVER,VANCOUVER,NA,No,No,LOWER MAINLAND,NA,PINE ST,PINE ST,03:00-05:59,1,NA,NA,1
TUESDAY,VANCOUVER,CASUALTY,E 6TH AVE,Yes,2016,TUESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CLARK DR & E 6TH AVE,CLARK DR,CLARK DR,15:00-17:59,1,49.265174,-123.077429,1
MONDAY,VANCOUVER,CASUALTY,W BROADWAY,Yes,2018,MONDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CYPRESS ST & W BROADWAY,CYPRESS ST,CYPRESS ST,15:00-17:59,1,49.263742,-123.148141,1
WEDNESDAY,VANCOUVER,CASUALTY,HEATHER ST,Yes,2015,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,HEATHER ST & W 7TH AVE,W 7TH AVE,W 7TH AVE,09:00-11:59,1,49.265063,-123.119811,1
WEDNESDAY,VANCOUVER,CASUALTY,OAK ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,OAK ST & W BROADWAY,W BROADWAY,W BROADWAY,09:00-11:59,1,49.263406,-123.126619,1
WEDNESDAY,VANCOUVER,CASUALTY,GRANVILLE ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,GRANVILLE ST & W BROADWAY,W BROADWAY,W BROADWAY,15:00-17:59,1,49.263589,-123.138562,1
TUESDAY,VANCOUVER,CASUALTY,W BROADWAY,Yes,2016,TUESDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ALDER ST & W BROADWAY,ALDER ST,ALDER ST,06:00-08:59,1,49.263484,-123.131367,1
TUESDAY,VANCOUVER,CASUALTY,MAIN ST,Yes,2016,TUESDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 7TH AVE & KINGSWAY & MAIN ST,E 7TH AVE,E 7TH AVE,06:00-08:59,1,49.264471,-123.100924,1
WEDNESDAY,VANCOUVER,CASUALTY,QUEBEC ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 8TH AVE & QUEBEC ST,E 8TH AVE,E 8TH AVE,15:00-17:59,1,49.263732,-123.102931,1
WEDNESDAY,VANCOUVER,CASUALTY,QUEBEC ST,Yes,2015,WEDNESDAY,UNDETERMINED,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 8TH AVE & QUEBEC ST,E 8TH AVE,E 8TH AVE,18:00-20:59,1,49.263732,-123.102931,1
FRIDAY,VANCOUVER,CASUALTY,WOODLAND DR,Yes,2015,FRIDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 6TH AVE & GRANDVIEW HWY N & WOODLAND DR,GRANDVIEW HWY N,GRANDVIEW HWY N,06:00-08:59,1,49.265063,-123.073597,1
MONDAY,VANCOUVER,CASUALTY,TRUTCH ST,Yes,2017,MONDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,TRUTCH ST & W 8TH AVE,W 8TH AVE,W 8TH AVE,15:00-17:59,1,49.265072,-123.1759,1
WEDNESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,E 8TH AVE,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 8TH AVE & WOODLAND DR,WOODLAND DR,WOODLAND DR,15:00-17:59,1,49.263289,-123.073631,1
TUESDAY,VANCOUVER,CASUALTY,W BROADWAY,Yes,2017,TUESDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,HEMLOCK ST & W BROADWAY,HEMLOCK ST,HEMLOCK ST,18:00-20:59,1,49.263559,-123.136088,1
FRIDAY,VANCOUVER,CASUALTY,ASH ST,Yes,2017,FRIDAY,UNDETERMINED,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ASH ST & W 7TH AVE,W 7TH AVE,W 7TH AVE,06:00-08:59,1,49.265013,-123.117445,1
THURSDAY,VANCOUVER,CASUALTY,CLARK DR,Yes,2016,THURSDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CLARK DR & E 6TH AVE,E 6TH AVE,E 6TH AVE,06:00-08:59,1,49.265174,-123.077429,1
SATURDAY,VANCOUVER,CASUALTY,MANITOBA ST,Yes,2017,SATURDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,MANITOBA ST & W 6TH AVE,W 6TH AVE,W 6TH AVE,15:00-17:59,1,49.265603,-123.106753,1
TUESDAY,VANCOUVER,CASUALTY,ALBERTA ST,Yes,2018,TUESDAY,SINGLE VEHICLE,N,Yes,N,FEBRUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ALBERTA ST & W 7TH AVE,W 7TH AVE,W 7TH AVE,06:00-08:59,1,49.264782,-123.110882,1
MONDAY,VANCOUVER,CASUALTY,LAUREL ST,Yes,2015,MONDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,LAUREL ST & W 7TH AVE,W 7TH AVE,W 7TH AVE,06:00-08:59,1,49.265119,-123.124107,1
THURSDAY,VANCOUVER,CASUALTY,BURRARD ST,Yes,2016,THURSDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BURRARD ST & W 7TH AVE,W 7TH AVE,W 7TH AVE,15:00-17:59,1,49.265454,-123.145708,1
TUESDAY,VANCOUVER,CASUALTY,CLARK DR,Yes,2018,TUESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CLARK DR & E 7TH AVE,E 7TH AVE,E 7TH AVE,06:00-08:59,1,49.264234,-123.077487,1
WEDNESDAY,VANCOUVER,CASUALTY,CLARK DR,Yes,2016,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CLARK DR & E 7TH AVE,E 7TH AVE,E 7TH AVE,06:00-08:59,1,49.264234,-123.077487,1
THURSDAY,VANCOUVER,CASUALTY,YUKON ST,Yes,2018,THURSDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,W 7TH AVE & YUKON ST,W 7TH AVE,W 7TH AVE,12:00-14:59,1,49.264811,-123.112854,1
MONDAY,VANCOUVER,PROPERTY DAMAGE ONLY,YUKON ST,Yes,2018,MONDAY,UNDETERMINED,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,W 5TH AVE & YUKON ST,W 5TH AVE,W 5TH AVE,15:00-17:59,1,49.266634,-123.112745,1
WEDNESDAY,VANCOUVER,CASUALTY,GREAT NORTHERN WAY,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAROLINA ST & GREAT NORTHERN WAY,CAROLINA ST,CAROLINA ST,18:00-20:59,1,49.266785,-123.090802,1
TUESDAY,VANCOUVER,CASUALTY,WILLOW ST,Yes,2017,TUESDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,W 8TH AVE & WILLOW ST,W 8TH AVE,W 8TH AVE,15:00-17:59,1,49.264231,-123.121794,1
WEDNESDAY,VANCOUVER,CASUALTY,CARNARVON ST,Yes,2016,WEDNESDAY,SIDE SWIPE - SAME DIRECTION,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CARNARVON ST & W BROADWAY,W BROADWAY,W BROADWAY,09:00-11:59,1,49.264141,-123.172058,1
THURSDAY,VANCOUVER,CASUALTY,W 8TH AVE,Yes,2017,THURSDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST & W 8TH AVE,CAMBIE ST,CAMBIE ST,18:00-20:59,1,49.26405,-123.114821,1
THURSDAY,VANCOUVER,CASUALTY,CAMBIE ST,Yes,2017,THURSDAY,SIDE IMPACT,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST & W 8TH AVE,W 8TH AVE,W 8TH AVE,18:00-20:59,1,49.26405,-123.114821,1
TUESDAY,VANCOUVER,CASUALTY,CLARK DR,Yes,2017,TUESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CLARK DR & E 7TH AVE,E 7TH AVE,E 7TH AVE,06:00-08:59,1,49.264234,-123.077487,1
WEDNESDAY,VANCOUVER,CASUALTY,E 6TH AVE,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 6TH AVE & SLOCAN ST,SLOCAN ST,SLOCAN ST,06:00-08:59,1,49.26476,-123.049502,1
SATURDAY,VANCOUVER,CASUALTY,BAYSWATER ST,Yes,2018,SATURDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BAYSWATER ST & W 8TH AVE,W 8TH AVE,W 8TH AVE,12:00-14:59,1,49.265026,-123.171207,1
FRIDAY,VANCOUVER,CASUALTY,GRANDVIEW HWY N,Yes,2015,FRIDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,COMMERCIAL DR & GRANDVIEW HWY N,COMMERCIAL DR,COMMERCIAL DR,09:00-11:59,1,49.263723,-123.069768,1
TUESDAY,VANCOUVER,CASUALTY,MAIN ST,Yes,2017,TUESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 7TH AVE & KINGSWAY & MAIN ST,KINGSWAY,KINGSWAY,18:00-20:59,1,49.264471,-123.100924,1
TUESDAY,VANCOUVER,CASUALTY,GLEN DR,Yes,2018,TUESDAY,SINGLE VEHICLE,Y,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 6TH AVE & GLEN DR & GREAT NORTHERN WAY,GREAT NORTHERN WAY,GREAT NORTHERN WAY,12:00-14:59,1,49.26524,-123.081306,1
WEDNESDAY,VANCOUVER,CASUALTY,W 5TH AVE,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,BURRARD ST & W 5TH AVE,BURRARD ST,BURRARD ST,09:00-11:59,1,49.267152,-123.145644,1
TUESDAY,VANCOUVER,CASUALTY,GLEN DR,Yes,2019,TUESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 6TH AVE & GLEN DR & GREAT NORTHERN WAY,GREAT NORTHERN WAY,GREAT NORTHERN WAY,09:00-11:59,1,49.26524,-123.081306,1
THURSDAY,VANCOUVER,CASUALTY,PINE ST,Yes,2015,THURSDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,PINE ST & W 7TH AVE,W 7TH AVE,W 7TH AVE,18:00-20:59,1,49.265417,-123.143322,1
WEDNESDAY,VANCOUVER,CASUALTY,ONTARIO ST,Yes,2015,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 6TH AVE & ONTARIO ST & W 6TH AVE,E 6TH AVE,E 6TH AVE,12:00-14:59,1,49.265564,-123.104788,1
FRIDAY,VANCOUVER,CASUALTY,ONTARIO ST,Yes,2016,FRIDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 6TH AVE & ONTARIO ST & W 6TH AVE,W 6TH AVE,W 6TH AVE,09:00-11:59,1,49.265564,-123.104788,1
THURSDAY,VANCOUVER,CASUALTY,MAIN ST,Yes,2016,THURSDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 7TH AVE & KINGSWAY & MAIN ST,KINGSWAY,KINGSWAY,12:00-14:59,1,49.264471,-123.100924,1
WEDNESDAY,VANCOUVER,CASUALTY,ONTARIO ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 6TH AVE & ONTARIO ST & W 6TH AVE,E 6TH AVE,E 6TH AVE,15:00-17:59,1,49.265564,-123.104788,1
MONDAY,VANCOUVER,CASUALTY,YUKON ST,Yes,2015,MONDAY,SINGLE VEHICLE,N,Yes,N,MARCH,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,W 6TH AVE & YUKON ST,W 6TH AVE,W 6TH AVE,09:00-11:59,1,49.265725,-123.112788,1
WEDNESDAY,VANCOUVER,CASUALTY,HEATHER ST,Yes,2015,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,HEATHER ST & W 6TH AVE,W 6TH AVE,W 6TH AVE,06:00-08:59,1,49.265912,-123.119784,1
FRIDAY,VANCOUVER,CASUALTY,LARCH ST,Yes,2019,FRIDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,LARCH ST & W BROADWAY,W BROADWAY,W BROADWAY,12:00-14:59,1,49.263983,-123.16241,1
WEDNESDAY,VANCOUVER,CASUALTY,GRANVILLE ST,Yes,2015,WEDNESDAY,UNDETERMINED,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,GRANVILLE ST & W BROADWAY,W BROADWAY,W BROADWAY,09:00-11:59,1,49.263589,-123.138562,1
THURSDAY,VANCOUVER,PROPERTY DAMAGE ONLY,MAPLE ST,Yes,2015,THURSDAY,UNDETERMINED,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,MAPLE ST & W BROADWAY,W BROADWAY,W BROADWAY,12:00-14:59,1,49.263782,-123.150543,1
SATURDAY,VANCOUVER,CASUALTY,WOODLAND DR,Yes,2015,SATURDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 7TH AVE & WOODLAND DR,E 7TH AVE,E 7TH AVE,09:00-11:59,1,49.264185,-123.073613,1
FRIDAY,VANCOUVER,CASUALTY,HEATHER ST,Yes,2018,FRIDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,HEATHER ST & W 8TH AVE,W 8TH AVE,W 8TH AVE,18:00-20:59,1,49.264216,-123.119826,1
MONDAY,VANCOUVER,CASUALTY,GLEN DR,Yes,2018,MONDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 7TH AVE & GLEN DR,E 7TH AVE,E 7TH AVE,09:00-11:59,1,49.264269,-123.081324,1
SUNDAY,VANCOUVER,CASUALTY,DUNBAR ST,Yes,2017,SUNDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,DUNBAR ST & W BROADWAY,W BROADWAY,W BROADWAY,12:00-14:59,1,49.264336,-123.183784,1
SUNDAY,VANCOUVER,CASUALTY,NA,Yes,2018,SUNDAY,SINGLE VEHICLE,N,No,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,W 10TH AVE,W 10TH AVE,W 10TH AVE,18:00-20:59,1,49.263316,-123.174976,1
SATURDAY,VANCOUVER,CASUALTY,KNIGHT ST,Yes,2016,SATURDAY,SINGLE VEHICLE,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 37TH AVE & KNIGHT ST,E 37TH AVE,E 37TH AVE,15:00-17:59,1,49.236835,-123.076912,1
THURSDAY,VANCOUVER,CASUALTY,ROSS ST,Yes,2018,THURSDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 37TH AVE & ROSS ST,E 37TH AVE,E 37TH AVE,15:00-17:59,1,49.236446,-123.082478,1
WEDNESDAY,VANCOUVER,CASUALTY,KNIGHT ST,Yes,2019,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 37TH AVE & KNIGHT ST,E 37TH AVE,E 37TH AVE,15:00-17:59,1,49.236835,-123.076912,1
TUESDAY,VANCOUVER,CASUALTY,CAMBIE ST,Yes,2017,TUESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CAMBIE ST & W 38TH AVE,W 38TH AVE,W 38TH AVE,15:00-17:59,1,49.236302,-123.116109,1
SUNDAY,VANCOUVER,CASUALTY,W 41ST AVE,Yes,2017,SUNDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ALMA ST & W 41ST AVE,ALMA ST,ALMA ST,15:00-17:59,1,49.234783,-123.186817,1
TUESDAY,VANCOUVER,CASUALTY,E 37TH AVE,Yes,2018,TUESDAY,UNDETERMINED,N,Yes,N,OCTOBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 37TH AVE & WINDSOR ST,WINDSOR ST,WINDSOR ST,18:00-20:59,1,49.236489,-123.084726,1
WEDNESDAY,VANCOUVER,CASUALTY,MAIN ST,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 37TH AVE & MAIN ST,E 37TH AVE,E 37TH AVE,06:00-08:59,1,49.23726,-123.101631,1
THURSDAY,VANCOUVER,PROPERTY DAMAGE ONLY,MAIN ST,Yes,2018,THURSDAY,SINGLE VEHICLE,N,Yes,N,NOVEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 33RD AVE & MAIN ST,E 33RD AVE,E 33RD AVE,15:00-17:59,1,49.240503,-123.101467,1
SATURDAY,VANCOUVER,CASUALTY,W 41ST AVE,Yes,2018,SATURDAY,SINGLE VEHICLE,N,Yes,N,APRIL,N,VANCOUVER,VANCOUVER,UBC & VANCOUVER,No,No,LOWER MAINLAND,CAMOSUN ST & SW MARINE DR & W 41ST AVE & TURNING LANE,SW MARINE DR,SW MARINE DR,18:00-20:59,1,49.234777,-123.19622,1
WEDNESDAY,VANCOUVER,CASUALTY,NA,Yes,2015,WEDNESDAY,SINGLE VEHICLE,N,No,Y,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,W 41ST AVE,W 41ST AVE,W 41ST AVE,09:00-11:59,1,49.234753,-123.177212,1
TUESDAY,VANCOUVER,CASUALTY,CLARK DR,Yes,2017,TUESDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CLARK DR & E 10TH AVE,E 10TH AVE,E 10TH AVE,15:00-17:59,1,49.261417,-123.077602,1
WEDNESDAY,VANCOUVER,CASUALTY,NA,Yes,2018,WEDNESDAY,SINGLE VEHICLE,N,No,Y,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,W 10TH AVE,W 10TH AVE,W 10TH AVE,06:00-08:59,1,49.26227,-123.116929,1
THURSDAY,VANCOUVER,CASUALTY,CLARK DR,Yes,2018,THURSDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CLARK DR & E BROADWAY,E BROADWAY,E BROADWAY,09:00-11:59,1,49.262392,-123.077552,1
FRIDAY,VANCOUVER,CASUALTY,LAUREL ST,Yes,2019,FRIDAY,SINGLE VEHICLE,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,LAUREL ST & W 10TH AVE,W 10TH AVE,W 10TH AVE,09:00-11:59,1,49.262414,-123.125355,1
TUESDAY,VANCOUVER,CASUALTY,CLARK DR,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,MAY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,CLARK DR & E 8TH AVE,E 8TH AVE,E 8TH AVE,15:00-17:59,1,49.263332,-123.077527,1
TUESDAY,VANCOUVER,CASUALTY,W BROADWAY,Yes,2015,TUESDAY,UNDETERMINED,N,Yes,N,AUGUST,N,VANCOUVER,VANCOUVER,VANCOUVER,Yes,No,LOWER MAINLAND,ALDER ST & W BROADWAY,ALDER ST,ALDER ST,12:00-14:59,1,49.263484,-123.131367,1
WEDNESDAY,VANCOUVER,CASUALTY,GLEN DR,Yes,2016,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 10TH AVE & GLEN DR,E 10TH AVE,E 10TH AVE,09:00-11:59,1,49.261443,-123.081407,1
WEDNESDAY,VANCOUVER,CASUALTY,GUELPH ST,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,JULY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 10TH AVE & GUELPH ST,E 10TH AVE,E 10TH AVE,06:00-08:59,1,49.261557,-123.094966,1
FRIDAY,VANCOUVER,CASUALTY,MAIN ST,Yes,2017,FRIDAY,SINGLE VEHICLE,N,Yes,N,SEPTEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E 10TH AVE & MAIN ST,E 10TH AVE,E 10TH AVE,18:00-20:59,1,49.26201,-123.100996,1
WEDNESDAY,VANCOUVER,CASUALTY,ASH ST,Yes,2017,WEDNESDAY,SINGLE VEHICLE,N,Yes,N,DECEMBER,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ASH ST & W 10TH AVE,W 10TH AVE,W 10TH AVE,15:00-17:59,1,49.26228,-123.11757,1
TUESDAY,VANCOUVER,CASUALTY,VICTORIA DR,Yes,2015,TUESDAY,SINGLE VEHICLE,N,Yes,N,JANUARY,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,E BROADWAY & VICTORIA DR,E BROADWAY,E BROADWAY,12:00-14:59,1,49.262294,-123.065915,1
TUESDAY,VANCOUVER,PROPERTY DAMAGE ONLY,W 12TH AVE,Yes,2017,TUESDAY,SINGLE VEHICLE,N,Yes,N,JUNE,N,VANCOUVER,VANCOUVER,VANCOUVER,No,No,LOWER MAINLAND,ARBUTUS ST & W 12TH AVE,ARBUTUS ST,ARBUTUS ST,12:00-14:59,1,49.261003,-123.15306,1
